training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9923,-1,6.8323,-1,3697.6992,-1
0,1,12665,0.9982,-1,7.0305,-1,3697.6992,-1
0,2,12665,0.9987,-1,7.0611,-1,3697.9570,-1
0,3,12665,0.9989,-1,7.0505,-1,3697.9570,-1
0,4,12665,0.9989,-1,7.0261,-1,3697.9570,-1
0,5,12665,0.9991,-1,6.9713,-1,3697.9570,-1
0,6,12665,0.9991,-1,6.9924,-1,3697.9570,-1
0,7,12665,0.9991,-1,6.6876,-1,3697.9570,-1
1,0,12089,0.9334,-1,6.6357,-1,3698.4727,-1
1,1,12089,0.9742,-1,6.6185,-1,3698.7305,-1
1,2,12089,0.9779,-1,6.7521,-1,3698.7305,-1
1,3,12089,0.9819,-1,6.6578,-1,3698.7305,-1
1,4,12089,0.9851,-1,6.5986,-1,3698.7305,-1
1,5,12089,0.9866,-1,6.6643,-1,3698.7305,-1
1,6,12089,0.9886,-1,6.5891,-1,3698.7305,-1
1,7,12089,0.9895,-1,6.6782,-1,3698.7305,-1
2,0,11263,0.9371,-1,6.3043,-1,3699.2461,-1
2,1,11263,0.9909,-1,6.1992,-1,3699.2461,-1
2,2,11263,0.9925,-1,6.1406,-1,3699.2461,-1
2,3,11263,0.9939,-1,6.1149,-1,3699.2461,-1
2,4,11263,0.9944,-1,6.1513,-1,3699.2461,-1
2,5,11263,0.9952,-1,6.2260,-1,3699.2461,-1
2,6,11263,0.9957,-1,6.2354,-1,3699.2461,-1
2,7,11263,0.9963,-1,6.1973,-1,3699.2461,-1
3,0,12183,0.9559,-1,6.6965,-1,3699.5039,-1
3,1,12183,0.9979,-1,6.6632,-1,3699.5039,-1
3,2,12183,0.9984,-1,6.5723,-1,3699.5039,-1
3,3,12183,0.9985,-1,6.7535,-1,3699.5039,-1
3,4,12183,0.9990,-1,6.8468,-1,3699.7617,-1
3,5,12183,0.9989,-1,6.6232,-1,3699.7617,-1
3,6,12183,0.9991,-1,6.7083,-1,3699.7617,-1
3,7,12183,0.9991,-1,6.7811,-1,3699.7617,-1
4,0,11800,0.9286,-1,6.2234,-1,3700.2773,-1
4,1,11800,0.9799,-1,6.1238,-1,3700.2773,-1
4,2,11800,0.9844,-1,6.2027,-1,3700.5312,-1
4,3,11800,0.9862,-1,6.1421,-1,3700.5312,-1
4,4,11800,0.9880,-1,6.1124,-1,3700.7891,-1
4,5,11800,0.9896,-1,6.1850,-1,3700.7891,-1
4,6,11800,0.9911,-1,6.1472,-1,3700.7891,-1
4,7,11800,0.9918,-1,6.1403,-1,3700.7891,-1
