training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8640,-1,47.5256,-1,3090.0781,-1
0,1,60000,0.9364,-1,45.1687,-1,3090.1992,-1
0,2,60000,0.9537,-1,45.1486,-1,3090.4180,-1
0,3,60000,0.9642,-1,46.4216,-1,3090.6406,-1
1,0,60000,0.9171,-1,46.9045,-1,3092.6797,-1
1,1,60000,0.9602,-1,46.0227,-1,3093.2695,-1
1,2,60000,0.9710,-1,46.0203,-1,3093.4805,-1
1,3,60000,0.9772,-1,46.0476,-1,3093.6992,-1
2,0,60000,0.9269,-1,47.6637,-1,3095.9922,-1
2,1,60000,0.9672,-1,51.9390,-1,3096.0547,-1
2,2,60000,0.9763,-1,49.6172,-1,3096.2656,-1
2,3,60000,0.9820,-1,48.7178,-1,3096.4844,-1
3,0,60000,0.9333,-1,45.9380,-1,3098.7656,-1
3,1,60000,0.9714,-1,46.8288,-1,3098.8164,-1
3,2,60000,0.9798,-1,46.7677,-1,3099.0508,-1
3,3,60000,0.9851,-1,47.9534,-1,3099.2773,-1
4,0,60000,0.9353,-1,45.5732,-1,3103.3086,-1
4,1,60000,0.9728,-1,44.2452,-1,3100.6992,-1
4,2,60000,0.9813,-1,47.9407,-1,3100.6992,-1
4,3,60000,0.9867,-1,48.8339,-1,3100.6992,-1
