training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8649,-1,46.3827,-1,4019.7070,-1
0,1,60000,0.9382,-1,46.1467,-1,4019.9297,-1
0,2,60000,0.9549,-1,47.3426,-1,4020.0859,-1
0,3,60000,0.9650,-1,44.9326,-1,4020.5000,-1
1,0,120000,0.9444,-1,91.6505,-1,4030.5117,-1
1,1,120000,0.9691,-1,93.6380,-1,4030.9492,-1
1,2,120000,0.9771,-1,94.7109,-1,4031.4180,-1
1,3,120000,0.9819,-1,95.9133,-1,4031.8867,-1
2,0,180000,0.9673,-1,134.3072,-1,4045.7266,-1
2,1,180000,0.9819,-1,133.5479,-1,4046.1680,-1
2,2,180000,0.9869,-1,132.0097,-1,4047.2852,-1
2,3,180000,0.9898,-1,129.7440,-1,4047.9492,-1
3,0,240000,0.9782,-1,188.4453,-1,4072.9531,-1
3,1,240000,0.9879,-1,179.4034,-1,4064.1641,-1
3,2,240000,0.9919,-1,177.1936,-1,4064.9414,-1
3,3,240000,0.9942,-1,176.6365,-1,4066.0273,-1
4,0,300000,0.9837,-1,243.1546,-1,4095.3906,-1
4,1,300000,0.9928,-1,237.1003,-1,4096.7930,-1
4,2,300000,0.9955,-1,238.2803,-1,4099.5273,-1
4,3,300000,0.9970,-1,227.3095,-1,4102.7305,-1
