training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8860,0,25.4439,0,3841.4727,0
0,1,60000,0.9355,0,26.3929,0,3841.4727,0
0,2,60000,0.9514,0,26.0608,0,3841.4727,0
0,3,60000,0.9610,0,26.3079,0,3841.4727,0
0,4,60000,0.9672,0,27.4403,0,3841.4766,0
0,5,60000,0.9720,0,27.1785,0,3841.4805,0
0,6,60000,0.9763,0,25.9039,0,3841.4844,0
0,7,60000,0.9793,0,25.7471,0,3841.4883,0
1,0,60000,0.8860,0,25.4439,0,3841.4727,0
1,1,60000,0.9355,0,26.3929,0,3841.4727,0
1,2,60000,0.9514,0,26.0608,0,3841.4727,0
1,3,60000,0.9610,0,26.3079,0,3841.4727,0
1,4,60000,0.9672,0,27.4403,0,3841.4766,0
1,5,60000,0.9720,0,27.1785,0,3841.4805,0
1,6,60000,0.9763,0,25.9039,0,3841.4844,0
1,7,60000,0.9793,0,25.7471,0,3841.4883,0
2,0,60000,0.8860,0,25.4439,0,3841.4727,0
2,1,60000,0.9355,0,26.3929,0,3841.4727,0
2,2,60000,0.9514,0,26.0608,0,3841.4727,0
2,3,60000,0.9610,0,26.3079,0,3841.4727,0
2,4,60000,0.9672,0,27.4403,0,3841.4766,0
2,5,60000,0.9720,0,27.1785,0,3841.4805,0
2,6,60000,0.9763,0,25.9039,0,3841.4844,0
2,7,60000,0.9793,0,25.7471,0,3841.4883,0
3,0,60000,0.8860,0,25.4439,0,3841.4727,0
3,1,60000,0.9355,0,26.3929,0,3841.4727,0
3,2,60000,0.9514,0,26.0608,0,3841.4727,0
3,3,60000,0.9610,0,26.3079,0,3841.4727,0
3,4,60000,0.9672,0,27.4403,0,3841.4766,0
3,5,60000,0.9720,0,27.1785,0,3841.4805,0
3,6,60000,0.9763,0,25.9039,0,3841.4844,0
3,7,60000,0.9793,0,25.7471,0,3841.4883,0
4,0,60000,0.8860,0,25.4439,0,3841.4727,0
4,1,60000,0.9355,0,26.3929,0,3841.4727,0
4,2,60000,0.9514,0,26.0608,0,3841.4727,0
4,3,60000,0.9610,0,26.3079,0,3841.4727,0
4,4,60000,0.9672,0,27.4403,0,3841.4766,0
4,5,60000,0.9720,0,27.1785,0,3841.4805,0
4,6,60000,0.9763,0,25.9039,0,3841.4844,0
4,7,60000,0.9793,0,25.7471,0,3841.4883,0
