training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9861,0,5.2715,0,3827.7656,0
0,1,12665,0.9981,0,5.2475,0,3827.7656,0
0,2,12665,0.9984,0,5.2510,0,3827.7656,0
0,3,12665,0.9987,0,5.2677,0,3827.7656,0
0,4,12665,0.9989,0,5.2498,0,3827.7656,0
0,5,12665,0.9990,0,5.2036,0,3827.7656,0
0,6,12665,0.9991,0,5.2561,0,3827.7695,0
0,7,12665,0.9993,0,5.2462,0,3827.7695,0
1,0,24754,0.9523,0,10.7748,0,3827.7695,0
1,1,24754,0.9737,0,11.1405,0,3827.7695,0
1,2,24754,0.9784,0,11.1304,0,3827.7695,0
1,3,24754,0.9819,0,11.1853,0,3827.7695,0
1,4,24754,0.9856,0,11.8764,0,3827.7695,0
1,5,24754,0.9874,0,10.9574,0,3827.7695,0
1,6,24754,0.9885,0,10.5801,0,3827.7695,0
1,7,24754,0.9901,0,10.5154,0,3827.7695,0
2,0,36017,0.9524,0,15.6666,0,3827.7695,0
2,1,36017,0.9755,0,16.2172,0,3827.7695,0
2,2,36017,0.9812,0,15.7072,0,3827.7695,0
2,3,36017,0.9842,0,15.5591,0,3827.7695,0
2,4,36017,0.9869,0,15.3243,0,3827.7773,0
2,5,36017,0.9884,0,15.9434,0,3827.7891,0
2,6,36017,0.9898,0,16.2370,0,3827.7891,0
2,7,36017,0.9915,0,15.7224,0,3827.7891,0
3,0,48200,0.9692,0,20.6812,0,3829.9609,0
3,1,48200,0.9817,0,21.1819,0,3829.1875,0
3,2,48200,0.9847,0,20.7995,0,3829.1875,0
3,3,48200,0.9868,0,20.7080,0,3829.1875,0
3,4,48200,0.9880,0,21.3744,0,3829.1875,0
3,5,48200,0.9896,0,20.9367,0,3829.1875,0
3,6,48200,0.9912,0,20.7247,0,3829.1875,0
3,7,48200,0.9922,0,21.1305,0,3829.1875,0
4,0,60000,0.9605,0,25.5521,0,3832.0469,0
4,1,60000,0.9742,0,26.4011,0,3832.2891,0
4,2,60000,0.9791,0,27.5123,0,3832.4844,0
4,3,60000,0.9819,0,26.2679,0,3832.9102,0
4,4,60000,0.9846,0,26.2768,0,3833.0859,0
4,5,60000,0.9864,0,26.2029,0,3833.2734,0
4,6,60000,0.9880,0,25.9852,0,3833.4492,0
4,7,60000,0.9892,0,26.5890,0,3833.7070,0
