training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8672,-1,45.0190,-1,4081.1602,-1
0,1,60000,0.9364,-1,44.4193,-1,4081.4414,-1
0,2,60000,0.9536,-1,44.8292,-1,4081.6133,-1
0,3,60000,0.9639,-1,44.7471,-1,4081.7305,-1
1,0,60000,0.9469,-1,68.3994,-1,4086.3398,-1
1,1,60000,0.9736,-1,68.8450,-1,4086.4648,-1
1,2,60000,0.9801,-1,68.1531,-1,4086.5312,-1
1,3,60000,0.9837,-1,68.3350,-1,4086.6406,-1
2,0,60000,0.9539,-1,68.6231,-1,4091.5508,-1
2,1,60000,0.9781,-1,68.7256,-1,4091.7656,-1
2,2,60000,0.9832,-1,68.4462,-1,4091.9570,-1
2,3,60000,0.9865,-1,68.6189,-1,4092.0977,-1
3,0,60000,0.9578,-1,68.8526,-1,4094.0547,-1
3,1,60000,0.9802,-1,69.1282,-1,4094.4141,-1
3,2,60000,0.9854,-1,68.6175,-1,4094.4375,-1
3,3,60000,0.9886,-1,68.7726,-1,4094.6797,-1
4,0,60000,0.9590,-1,69.2546,-1,4093.3242,-1
4,1,60000,0.9817,-1,69.2793,-1,4093.8359,-1
4,2,60000,0.9866,-1,69.1945,-1,4093.9883,-1
4,3,60000,0.9896,-1,70.5996,-1,4094.1211,-1
