training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9867,-1,7.4934,-1,3719.4609,-1
0,1,12665,0.9980,-1,7.3781,-1,3719.4609,-1
0,2,12665,0.9984,-1,7.3208,-1,3719.4609,-1
0,3,12665,0.9988,-1,7.4163,-1,3719.7188,-1
0,4,12665,0.9989,-1,7.3335,-1,3719.7188,-1
0,5,12665,0.9991,-1,7.3471,-1,3719.7188,-1
0,6,12665,0.9991,-1,7.3143,-1,3719.7188,-1
0,7,12665,0.9993,-1,7.3109,-1,3719.7188,-1
1,0,12089,0.5874,-1,7.5098,-1,3720.4961,-1
1,1,12089,0.6182,-1,7.5890,-1,3720.7539,-1
1,2,12089,0.6305,-1,7.5428,-1,3720.7539,-1
1,3,12089,0.6439,-1,7.5449,-1,3720.7539,-1
1,4,12089,0.6568,-1,7.5804,-1,3720.7539,-1
1,5,12089,0.6648,-1,7.5858,-1,3721.0117,-1
1,6,12089,0.6749,-1,7.5803,-1,3721.0117,-1
1,7,12089,0.6811,-1,7.4698,-1,3721.0117,-1
2,0,11263,0.8834,-1,6.7467,-1,3721.0117,-1
2,1,11263,0.9607,-1,6.7446,-1,3721.0117,-1
2,2,11263,0.9735,-1,6.8036,-1,3721.0117,-1
2,3,11263,0.9794,-1,6.7881,-1,3721.0117,-1
2,4,11263,0.9835,-1,6.8505,-1,3721.0117,-1
2,5,11263,0.9859,-1,6.7420,-1,3721.0117,-1
2,6,11263,0.9881,-1,6.7671,-1,3721.5234,-1
2,7,11263,0.9896,-1,6.7572,-1,3721.5234,-1
3,0,12183,0.8557,-1,7.2922,-1,3722.2969,-1
3,1,12183,0.9471,-1,7.3483,-1,3722.5547,-1
3,2,12183,0.9660,-1,7.2963,-1,3722.5547,-1
3,3,12183,0.9741,-1,7.4508,-1,3722.5547,-1
3,4,12183,0.9810,-1,7.2975,-1,3722.5547,-1
3,5,12183,0.9837,-1,7.2913,-1,3722.8125,-1
3,6,12183,0.9865,-1,7.4306,-1,3722.8125,-1
3,7,12183,0.9882,-1,7.3524,-1,3722.8125,-1
4,0,11800,0.8361,-1,7.3507,-1,3723.6602,-1
4,1,11800,0.9152,-1,7.5479,-1,3723.6602,-1
4,2,11800,0.9386,-1,7.4411,-1,3723.6602,-1
4,3,11800,0.9497,-1,7.4381,-1,3723.6602,-1
4,4,11800,0.9575,-1,7.4201,-1,3723.6602,-1
4,5,11800,0.9619,-1,7.4347,-1,3723.6602,-1
4,6,11800,0.9667,-1,7.3412,-1,3723.6602,-1
4,7,11800,0.9699,-1,7.4439,-1,3723.6602,-1
