training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9844,0,5.5945,0,3793.9688,0
0,1,12665,0.9983,0,5.4895,0,3794.2266,0
0,2,12665,0.9985,0,5.4960,0,3794.2266,0
0,3,12665,0.9989,0,5.4121,0,3794.2266,0
0,4,12665,0.9991,0,5.2318,0,3794.2266,0
0,5,12665,0.9990,0,5.2329,0,3794.2266,0
0,6,12665,0.9992,0,5.3020,0,3794.2266,0
0,7,12665,0.9993,0,5.2390,0,3794.4844,0
1,0,12089,0.9295,0,5.1127,0,3794.7422,0
1,1,12089,0.9730,0,5.0094,0,3794.7422,0
1,2,12089,0.9765,0,5.0178,0,3794.7422,0
1,3,12089,0.9809,0,5.0125,0,3794.7422,0
1,4,12089,0.9840,0,4.9658,0,3795.0000,0
1,5,12089,0.9854,0,4.9697,0,3795.0000,0
1,6,12089,0.9875,0,5.0934,0,3795.0000,0
1,7,12089,0.9891,0,5.2778,0,3795.0000,0
2,0,11263,0.9354,0,4.9317,0,3795.2578,0
2,1,11263,0.9909,0,4.8958,0,3795.5156,0
2,2,11263,0.9927,0,4.8983,0,3795.5156,0
2,3,11263,0.9941,0,4.8969,0,3795.5156,0
2,4,11263,0.9945,0,4.8937,0,3795.5156,0
2,5,11263,0.9953,0,4.9104,0,3795.7734,0
2,6,11263,0.9956,0,4.8112,0,3795.7734,0
2,7,11263,0.9958,0,4.6567,0,3795.8203,0
3,0,12183,0.9582,0,5.0661,0,3796.1602,0
3,1,12183,0.9978,0,5.1760,0,3796.1602,0
3,2,12183,0.9984,0,5.2538,0,3796.1602,0
3,3,12183,0.9987,0,5.3283,0,3796.2070,0
3,4,12183,0.9988,0,5.3003,0,3796.2070,0
3,5,12183,0.9990,0,5.4139,0,3796.4258,0
3,6,12183,0.9990,0,5.3531,0,3796.4258,0
3,7,12183,0.9992,0,5.4589,0,3796.4258,0
4,0,11800,0.9287,0,5.3845,0,3796.6758,0
4,1,11800,0.9803,0,4.9878,0,3796.9336,0
4,2,11800,0.9837,0,4.9830,0,3796.9336,0
4,3,11800,0.9859,0,4.9209,0,3796.9336,0
4,4,11800,0.9879,0,4.9354,0,3796.9336,0
4,5,11800,0.9883,0,4.9664,0,3796.9336,0
4,6,11800,0.9903,0,5.0447,0,3796.9336,0
4,7,11800,0.9910,0,5.0883,0,3796.9336,0
