training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9910,-1,7.4062,-1,3840.0977,-1
0,1,12665,0.9979,-1,6.9920,-1,3840.0977,-1
0,2,12665,0.9983,-1,7.0000,-1,3840.0977,-1
0,3,12665,0.9986,-1,6.9618,-1,3840.0977,-1
0,4,12665,0.9990,-1,7.1270,-1,3840.0977,-1
0,5,12665,0.9989,-1,7.0113,-1,3840.3555,-1
0,6,12665,0.9991,-1,7.0282,-1,3840.3555,-1
0,7,12665,0.9990,-1,7.0128,-1,3840.3555,-1
1,0,12089,0.9319,-1,10.1792,-1,3841.9023,-1
1,1,12089,0.9686,-1,10.1142,-1,3841.9062,-1
1,2,12089,0.9728,-1,10.1158,-1,3841.9180,-1
1,3,12089,0.9766,-1,10.0829,-1,3841.9180,-1
1,4,12089,0.9798,-1,10.1579,-1,3842.1758,-1
1,5,12089,0.9818,-1,10.0871,-1,3842.1758,-1
1,6,12089,0.9836,-1,10.1062,-1,3842.4297,-1
1,7,12089,0.9852,-1,10.1481,-1,3842.4297,-1
2,0,11263,0.9125,-1,9.4412,-1,3843.0430,-1
2,1,11263,0.9619,-1,9.4161,-1,3843.0430,-1
2,2,11263,0.9693,-1,9.4929,-1,3843.0430,-1
2,3,11263,0.9743,-1,9.4645,-1,3843.3008,-1
2,4,11263,0.9780,-1,9.4292,-1,3843.3086,-1
2,5,11263,0.9809,-1,9.4829,-1,3843.3086,-1
2,6,11263,0.9831,-1,9.4578,-1,3843.3242,-1
2,7,11263,0.9852,-1,9.4257,-1,3843.3242,-1
3,0,12183,0.9323,-1,10.0016,-1,3844.2266,-1
3,1,12183,0.9735,-1,10.1763,-1,3844.2266,-1
3,2,12183,0.9795,-1,10.3868,-1,3844.2266,-1
3,3,12183,0.9837,-1,10.2977,-1,3843.9688,-1
3,4,12183,0.9867,-1,10.2402,-1,3843.9258,-1
3,5,12183,0.9878,-1,10.3918,-1,3844.1836,-1
3,6,12183,0.9894,-1,10.2366,-1,3844.1836,-1
3,7,12183,0.9908,-1,10.1463,-1,3844.1836,-1
4,0,11800,0.9086,-1,9.9390,-1,3844.6992,-1
4,1,11800,0.9573,-1,9.9635,-1,3844.6992,-1
4,2,11800,0.9649,-1,9.9867,-1,3844.9609,-1
4,3,11800,0.9698,-1,9.9220,-1,3844.9609,-1
4,4,11800,0.9741,-1,9.9589,-1,3844.9609,-1
4,5,11800,0.9770,-1,9.9904,-1,3844.9219,-1
4,6,11800,0.9790,-1,9.8547,-1,3845.1797,-1
4,7,11800,0.9814,-1,9.8253,-1,3845.1797,-1
