training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8690,-1,46.7846,-1,4063.9844,-1
0,1,60000,0.9379,-1,46.6811,-1,4064.2383,-1
0,2,60000,0.9546,-1,46.7904,-1,4064.4414,-1
0,3,60000,0.9645,-1,46.7359,-1,4064.6445,-1
1,0,120000,0.9450,-1,95.4709,-1,4074.6328,-1
1,1,120000,0.9696,-1,96.7476,-1,4075.0781,-1
1,2,120000,0.9774,-1,97.3154,-1,4075.5977,-1
1,3,120000,0.9821,-1,95.8849,-1,4076.3008,-1
2,0,180000,0.9669,-1,142.4777,-1,4093.6836,-1
2,1,180000,0.9819,-1,137.8471,-1,4094.4531,-1
2,2,180000,0.9867,-1,135.9472,-1,4095.7148,-1
2,3,180000,0.9899,-1,135.6246,-1,4096.8984,-1
3,0,240000,0.9773,-1,190.8212,-1,4129.6641,-1
3,1,240000,0.9886,-1,175.3770,-1,4120.3633,-1
3,2,240000,0.9919,-1,180.1871,-1,4121.6484,-1
3,3,240000,0.9944,-1,175.1211,-1,4122.6250,-1
4,0,300000,0.9838,-1,230.5384,-1,4151.1797,-1
4,1,300000,0.9929,-1,229.3287,-1,4152.8242,-1
4,2,300000,0.9955,-1,229.9218,-1,4155.6094,-1
4,3,300000,0.9972,-1,229.5912,-1,4158.1250,-1
