training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9903,0,5.5720,0,3716.4922,0
0,1,12665,0.9982,0,5.4342,0,3717.6016,0
0,2,12665,0.9986,0,5.4893,0,3717.6016,0
0,3,12665,0.9987,0,4.3226,0,3717.6016,0
0,4,12665,0.9989,0,5.4417,0,3717.6016,0
0,5,12665,0.9991,0,5.4949,0,3717.6016,0
0,6,12665,0.9991,0,5.5253,0,3717.9609,0
0,7,12665,0.9991,0,5.4022,0,3717.9609,0
1,0,12089,0.9331,0,5.3645,0,3718.3516,0
1,1,12089,0.9745,0,5.3220,0,3718.6094,0
1,2,12089,0.9787,0,5.2850,0,3718.6094,0
1,3,12089,0.9823,0,5.3307,0,3718.6094,0
1,4,12089,0.9847,0,5.1238,0,3718.6094,0
1,5,12089,0.9870,0,5.0868,0,3718.6094,0
1,6,12089,0.9885,0,5.2749,0,3718.8672,0
1,7,12089,0.9901,0,5.4753,0,3718.8672,0
2,0,11263,0.9384,0,4.8134,0,3719.1328,0
2,1,11263,0.9902,0,4.6768,0,3719.1328,0
2,2,11263,0.9924,0,4.6351,0,3719.1328,0
2,3,11263,0.9935,0,4.6384,0,3719.1328,0
2,4,11263,0.9942,0,4.6489,0,3719.1328,0
2,5,11263,0.9945,0,4.6036,0,3719.1328,0
2,6,11263,0.9956,0,4.6811,0,3719.1328,0
2,7,11263,0.9963,0,4.6464,0,3719.1328,0
3,0,12183,0.9529,0,5.0736,0,3719.3906,0
3,1,12183,0.9979,0,5.0214,0,3719.6484,0
3,2,12183,0.9984,0,5.0367,0,3719.6484,0
3,3,12183,0.9986,0,5.0240,0,3719.6484,0
3,4,12183,0.9988,0,4.9883,0,3719.6484,0
3,5,12183,0.9989,0,5.0278,0,3719.6484,0
3,6,12183,0.9991,0,5.0087,0,3719.9023,0
3,7,12183,0.9993,0,5.0086,0,3720.1602,0
4,0,11800,0.9305,0,5.1087,0,3720.4180,0
4,1,11800,0.9803,0,5.0481,0,3720.6758,0
4,2,11800,0.9845,0,4.8617,0,3720.6758,0
4,3,11800,0.9864,0,4.8655,0,3720.6758,0
4,4,11800,0.9877,0,4.8340,0,3720.6758,0
4,5,11800,0.9897,0,4.8386,0,3721.1914,0
4,6,11800,0.9912,0,4.8549,0,3721.1914,0
4,7,11800,0.9913,0,4.8925,0,3721.1914,0
