training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8644,-1,44.5848,-1,3099.0039,-1
0,1,60000,0.9361,-1,45.3015,-1,3099.2578,-1
0,2,60000,0.9535,-1,44.4445,-1,3099.7266,-1
0,3,60000,0.9640,-1,46.0730,-1,3099.9297,-1
1,0,60000,0.9477,-1,69.3981,-1,3104.0977,-1
1,1,60000,0.9739,-1,70.0449,-1,3104.1484,-1
1,2,60000,0.9801,-1,68.8384,-1,3104.3555,-1
1,3,60000,0.9841,-1,69.9293,-1,3104.5742,-1
2,0,60000,0.9542,-1,69.8155,-1,3107.1602,-1
2,1,60000,0.9781,-1,69.1917,-1,3107.2461,-1
2,2,60000,0.9839,-1,69.0135,-1,3107.3203,-1
2,3,60000,0.9868,-1,69.8420,-1,3107.5469,-1
3,0,60000,0.9569,-1,69.5750,-1,3111.4766,-1
3,1,60000,0.9800,-1,69.1931,-1,3109.9922,-1
3,2,60000,0.9849,-1,73.4715,-1,3110.2031,-1
3,3,60000,0.9881,-1,69.4318,-1,3110.4414,-1
4,0,60000,0.9591,-1,69.2447,-1,3114.6367,-1
4,1,60000,0.9811,-1,70.2678,-1,3113.3945,-1
4,2,60000,0.9863,-1,70.3361,-1,3113.4648,-1
4,3,60000,0.9893,-1,69.5332,-1,3113.6914,-1
