training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9879,0,5.1741,0,4028.3594,0
0,1,12665,0.9983,0,5.2309,0,4028.3594,0
0,2,12665,0.9987,0,5.2404,0,4028.3594,0
0,3,12665,0.9987,0,5.2149,0,4028.3594,0
0,4,12665,0.9989,0,5.2707,0,4028.3594,0
0,5,12665,0.9990,0,5.2566,0,4028.6172,0
0,6,12665,0.9991,0,5.2737,0,4028.6172,0
0,7,12665,0.9993,0,5.2583,0,4028.6172,0
1,0,12089,0.9326,0,7.2665,0,4029.3906,0
1,1,12089,0.9716,0,7.2550,0,4029.6484,0
1,2,12089,0.9767,0,7.2552,0,4029.6484,0
1,3,12089,0.9789,0,7.3008,0,4029.6484,0
1,4,12089,0.9825,0,7.2847,0,4029.6484,0
1,5,12089,0.9861,0,7.2638,0,4029.6484,0
1,6,12089,0.9879,0,7.2589,0,4029.9062,0
1,7,12089,0.9889,0,7.4258,0,4029.9062,0
2,0,11263,0.9192,0,7.1470,0,4030.4219,0
2,1,11263,0.9755,0,7.1236,0,4030.4219,0
2,2,11263,0.9845,0,7.1093,0,4030.4219,0
2,3,11263,0.9898,0,7.1947,0,4030.4219,0
2,4,11263,0.9923,0,7.1730,0,4030.4219,0
2,5,11263,0.9935,0,7.1680,0,4030.4219,0
2,6,11263,0.9942,0,7.0898,0,4030.4219,0
2,7,11263,0.9949,0,7.2171,0,4030.4219,0
3,0,12183,0.9429,0,8.4161,0,4031.4531,0
3,1,12183,0.9902,0,8.4438,0,4031.4531,0
3,2,12183,0.9936,0,8.3591,0,4031.4531,0
3,3,12183,0.9945,0,9.0853,0,4031.4531,0
3,4,12183,0.9953,0,9.1275,0,4031.4531,0
3,5,12183,0.9957,0,9.4487,0,4031.4531,0
3,6,12183,0.9962,0,7.9419,0,4031.4531,0
3,7,12183,0.9966,0,7.7667,0,4031.4531,0
4,0,11800,0.9206,0,7.8616,0,4031.4531,0
4,1,11800,0.9729,0,8.1134,0,4031.4531,0
4,2,11800,0.9805,0,8.1133,0,4031.4531,0
4,3,11800,0.9852,0,8.3510,0,4031.4531,0
4,4,11800,0.9876,0,7.8305,0,4031.4531,0
4,5,11800,0.9888,0,7.6853,0,4031.4531,0
4,6,11800,0.9904,0,7.6722,0,4031.4531,0
4,7,11800,0.9912,0,7.7002,0,4031.4531,0
