training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9877,-1,7.1222,-1,3851.1367,-1
0,1,12665,0.9981,-1,6.8865,-1,3851.1367,-1
0,2,12665,0.9985,-1,6.8489,-1,3851.3945,-1
0,3,12665,0.9988,-1,7.0985,-1,3851.2617,-1
0,4,12665,0.9991,-1,7.0827,-1,3851.2617,-1
0,5,12665,0.9991,-1,6.8703,-1,3851.2188,-1
0,6,12665,0.9991,-1,6.8305,-1,3851.2188,-1
0,7,12665,0.9991,-1,6.9428,-1,3851.2188,-1
1,0,24754,0.9509,-1,13.8576,-1,3853.3125,-1
1,1,24754,0.9727,-1,13.9488,-1,3853.3594,-1
1,2,24754,0.9779,-1,13.8062,-1,3853.6172,-1
1,3,24754,0.9817,-1,13.8953,-1,3853.6172,-1
1,4,24754,0.9839,-1,13.8094,-1,3853.8711,-1
1,5,24754,0.9859,-1,13.9195,-1,3853.8711,-1
1,6,24754,0.9885,-1,13.8942,-1,3853.8711,-1
1,7,24754,0.9897,-1,13.9011,-1,3854.1289,-1
2,0,36017,0.9539,-1,20.2082,-1,3856.1016,-1
2,1,36017,0.9758,-1,19.9432,-1,3855.5312,-1
2,2,36017,0.9808,-1,20.1383,-1,3855.5312,-1
2,3,36017,0.9836,-1,20.2810,-1,3855.7891,-1
2,4,36017,0.9863,-1,19.9823,-1,3855.7891,-1
2,5,36017,0.9884,-1,19.7894,-1,3856.0430,-1
2,6,36017,0.9901,-1,19.8708,-1,3856.3008,-1
2,7,36017,0.9912,-1,20.1813,-1,3856.3008,-1
3,0,48200,0.9690,-1,27.0120,-1,3859.7812,-1
3,1,48200,0.9817,-1,26.8454,-1,3860.1172,-1
3,2,48200,0.9848,-1,26.7855,-1,3860.1406,-1
3,3,48200,0.9867,-1,27.0584,-1,3860.2617,-1
3,4,48200,0.9885,-1,26.7478,-1,3860.4297,-1
3,5,48200,0.9901,-1,27.0547,-1,3860.6016,-1
3,6,48200,0.9909,-1,26.7821,-1,3860.6016,-1
3,7,48200,0.9922,-1,26.9737,-1,3861.0312,-1
4,0,60000,0.9619,-1,33.2605,-1,3866.3164,-1
4,1,60000,0.9752,-1,33.5814,-1,3866.5664,-1
4,2,60000,0.9796,-1,33.6035,-1,3866.9688,-1
4,3,60000,0.9825,-1,33.4149,-1,3867.6875,-1
4,4,60000,0.9849,-1,33.6556,-1,3868.0820,-1
4,5,60000,0.9863,-1,33.6135,-1,3868.4844,-1
4,6,60000,0.9885,-1,33.4043,-1,3868.4531,-1
4,7,60000,0.9897,-1,33.2684,-1,3868.7109,-1
