training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8860,-1,33.5624,-1,3605.5078,-1
0,1,60000,0.9374,-1,33.1382,-1,3605.4688,-1
0,2,60000,0.9527,-1,33.4830,-1,3605.4688,-1
0,3,60000,0.9619,-1,33.2426,-1,3605.3906,-1
0,4,60000,0.9681,-1,33.5055,-1,3605.3906,-1
0,5,60000,0.9732,-1,33.1557,-1,3605.2734,-1
0,6,60000,0.9765,-1,33.6008,-1,3605.2734,-1
0,7,60000,0.9795,-1,33.5267,-1,3605.2344,-1
1,0,60000,0.8860,-1,33.5624,-1,3605.5078,-1
1,1,60000,0.9374,-1,33.1382,-1,3605.4688,-1
1,2,60000,0.9527,-1,33.4830,-1,3605.4688,-1
1,3,60000,0.9619,-1,33.2426,-1,3605.3906,-1
1,4,60000,0.9681,-1,33.5055,-1,3605.3906,-1
1,5,60000,0.9732,-1,33.1557,-1,3605.2734,-1
1,6,60000,0.9765,-1,33.6008,-1,3605.2734,-1
1,7,60000,0.9795,-1,33.5267,-1,3605.2344,-1
2,0,60000,0.8860,-1,33.5624,-1,3605.5078,-1
2,1,60000,0.9374,-1,33.1382,-1,3605.4688,-1
2,2,60000,0.9527,-1,33.4830,-1,3605.4688,-1
2,3,60000,0.9619,-1,33.2426,-1,3605.3906,-1
2,4,60000,0.9681,-1,33.5055,-1,3605.3906,-1
2,5,60000,0.9732,-1,33.1557,-1,3605.2734,-1
2,6,60000,0.9765,-1,33.6008,-1,3605.2734,-1
2,7,60000,0.9795,-1,33.5267,-1,3605.2344,-1
3,0,60000,0.8860,-1,33.5624,-1,3605.5078,-1
3,1,60000,0.9374,-1,33.1382,-1,3605.4688,-1
3,2,60000,0.9527,-1,33.4830,-1,3605.4688,-1
3,3,60000,0.9619,-1,33.2426,-1,3605.3906,-1
3,4,60000,0.9681,-1,33.5055,-1,3605.3906,-1
3,5,60000,0.9732,-1,33.1557,-1,3605.2734,-1
3,6,60000,0.9765,-1,33.6008,-1,3605.2734,-1
3,7,60000,0.9795,-1,33.5267,-1,3605.2344,-1
4,0,60000,0.8860,-1,33.5624,-1,3605.5078,-1
4,1,60000,0.9374,-1,33.1382,-1,3605.4688,-1
4,2,60000,0.9527,-1,33.4830,-1,3605.4688,-1
4,3,60000,0.9619,-1,33.2426,-1,3605.3906,-1
4,4,60000,0.9681,-1,33.5055,-1,3605.3906,-1
4,5,60000,0.9732,-1,33.1557,-1,3605.2734,-1
4,6,60000,0.9765,-1,33.6008,-1,3605.2734,-1
4,7,60000,0.9795,-1,33.5267,-1,3605.2344,-1
