training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9878,-1,7.4157,-1,3700.5586,-1
0,1,12665,0.9980,-1,7.2807,-1,3700.8164,-1
0,2,12665,0.9985,-1,7.2597,-1,3700.8164,-1
0,3,12665,0.9990,-1,7.3093,-1,3700.8164,-1
0,4,12665,0.9991,-1,7.3081,-1,3700.8164,-1
0,5,12665,0.9990,-1,7.2593,-1,3700.8164,-1
0,6,12665,0.9993,-1,7.2480,-1,3700.8164,-1
0,7,12665,0.9990,-1,7.2309,-1,3701.0742,-1
1,0,12089,0.9353,-1,10.4823,-1,3701.7148,-1
1,1,12089,0.9732,-1,10.5654,-1,3701.9727,-1
1,2,12089,0.9793,-1,10.5101,-1,3701.9727,-1
1,3,12089,0.9818,-1,10.6459,-1,3701.9727,-1
1,4,12089,0.9840,-1,10.6360,-1,3701.9727,-1
1,5,12089,0.9858,-1,10.6187,-1,3701.9727,-1
1,6,12089,0.9876,-1,10.5491,-1,3701.9727,-1
1,7,12089,0.9886,-1,10.5018,-1,3701.9727,-1
2,0,11263,0.9225,-1,10.3877,-1,3702.8320,-1
2,1,11263,0.9809,-1,10.0460,-1,3702.8320,-1
2,2,11263,0.9876,-1,9.9386,-1,3703.0859,-1
2,3,11263,0.9893,-1,9.8436,-1,3703.0859,-1
2,4,11263,0.9911,-1,9.6871,-1,3703.3438,-1
2,5,11263,0.9934,-1,9.7460,-1,3703.3438,-1
2,6,11263,0.9942,-1,9.5970,-1,3703.3438,-1
2,7,11263,0.9950,-1,9.8319,-1,3703.3438,-1
3,0,12183,0.9382,-1,10.8343,-1,3703.3438,-1
3,1,12183,0.9868,-1,10.9823,-1,3703.3438,-1
3,2,12183,0.9915,-1,10.8025,-1,3703.3438,-1
3,3,12183,0.9932,-1,11.7984,-1,3703.3438,-1
3,4,12183,0.9944,-1,11.8147,-1,3703.3438,-1
3,5,12183,0.9953,-1,11.3865,-1,3703.3438,-1
3,6,12183,0.9958,-1,10.5804,-1,3703.3438,-1
3,7,12183,0.9963,-1,10.7119,-1,3703.3438,-1
4,0,11800,0.9240,-1,10.1301,-1,3703.6016,-1
4,1,11800,0.9754,-1,10.3345,-1,3703.6016,-1
4,2,11800,0.9821,-1,10.2484,-1,3703.6016,-1
4,3,11800,0.9854,-1,10.5232,-1,3703.6016,-1
4,4,11800,0.9873,-1,10.0434,-1,3703.6055,-1
4,5,11800,0.9887,-1,10.2752,-1,3703.6055,-1
4,6,11800,0.9899,-1,10.5565,-1,3703.6094,-1
4,7,11800,0.9908,-1,10.9931,-1,3703.8633,-1
