training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9837,-1,7.0273,-1,3827.3438,-1
0,1,12665,0.9979,-1,6.8756,-1,3827.6016,-1
0,2,12665,0.9985,-1,6.8574,-1,3827.6016,-1
0,3,12665,0.9988,-1,6.9776,-1,3827.6016,-1
0,4,12665,0.9987,-1,6.9447,-1,3827.6016,-1
0,5,12665,0.9991,-1,6.8956,-1,3827.6016,-1
0,6,12665,0.9991,-1,6.8972,-1,3827.8594,-1
0,7,12665,0.9993,-1,7.0235,-1,3827.8594,-1
1,0,24754,0.9534,-1,14.0648,-1,3829.7812,-1
1,1,24754,0.9738,-1,13.7126,-1,3829.8438,-1
1,2,24754,0.9792,-1,13.7409,-1,3829.8438,-1
1,3,24754,0.9821,-1,13.8942,-1,3830.1016,-1
1,4,24754,0.9851,-1,13.9756,-1,3830.1016,-1
1,5,24754,0.9870,-1,13.9093,-1,3830.1016,-1
1,6,24754,0.9880,-1,13.8635,-1,3830.3594,-1
1,7,24754,0.9899,-1,13.7417,-1,3830.3594,-1
2,0,36017,0.9533,-1,20.0483,-1,3833.2422,-1
2,1,36017,0.9765,-1,19.9165,-1,3833.4141,-1
2,2,36017,0.9805,-1,20.1039,-1,3832.0703,-1
2,3,36017,0.9838,-1,20.2066,-1,3832.0703,-1
2,4,36017,0.9867,-1,19.9889,-1,3832.3281,-1
2,5,36017,0.9881,-1,19.9836,-1,3832.3281,-1
2,6,36017,0.9897,-1,20.2710,-1,3832.5859,-1
2,7,36017,0.9904,-1,20.1326,-1,3832.8398,-1
3,0,48200,0.9679,-1,27.1889,-1,3822.3867,-1
3,1,48200,0.9811,-1,27.0675,-1,3822.4102,-1
3,2,48200,0.9846,-1,26.7033,-1,3822.5391,-1
3,3,48200,0.9862,-1,26.4947,-1,3822.8750,-1
3,4,48200,0.9884,-1,26.8421,-1,3822.9258,-1
3,5,48200,0.9898,-1,26.6704,-1,3823.1836,-1
3,6,48200,0.9913,-1,27.0273,-1,3823.1328,-1
3,7,48200,0.9922,-1,26.8108,-1,3823.3398,-1
4,0,60000,0.9618,-1,33.5795,-1,3827.7656,-1
4,1,60000,0.9743,-1,33.7489,-1,3827.8633,-1
4,2,60000,0.9788,-1,33.3920,-1,3828.1562,-1
4,3,60000,0.9822,-1,33.0282,-1,3828.3008,-1
4,4,60000,0.9846,-1,33.4818,-1,3828.4414,-1
4,5,60000,0.9862,-1,33.5935,-1,3828.7578,-1
4,6,60000,0.9880,-1,33.2528,-1,3828.8984,-1
4,7,60000,0.9890,-1,33.5883,-1,3829.0547,-1
