training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8637,-1,45.3351,-1,4052.9531,-1
0,1,60000,0.9365,-1,42.2370,-1,4053.0547,-1
0,2,60000,0.9543,-1,44.4855,-1,4053.4531,-1
0,3,60000,0.9642,-1,45.4549,-1,4053.6133,-1
1,0,60000,0.9169,-1,59.6843,-1,4054.0664,-1
1,1,60000,0.9614,-1,54.0840,-1,4054.2109,-1
1,2,60000,0.9712,-1,51.0478,-1,4054.6133,-1
1,3,60000,0.9776,-1,49.7342,-1,4054.7305,-1
2,0,60000,0.9276,-1,50.0578,-1,4056.7109,-1
2,1,60000,0.9680,-1,46.8229,-1,4055.2266,-1
2,2,60000,0.9760,-1,45.8768,-1,4055.4766,-1
2,3,60000,0.9825,-1,46.5405,-1,4055.7344,-1
3,0,60000,0.9323,-1,45.9182,-1,4057.7930,-1
3,1,60000,0.9708,-1,46.1302,-1,4058.0312,-1
3,2,60000,0.9798,-1,46.9603,-1,4058.3984,-1
3,3,60000,0.9853,-1,47.0374,-1,4058.5000,-1
4,0,60000,0.9353,-1,48.2397,-1,4060.6758,-1
4,1,60000,0.9730,-1,47.5678,-1,4060.8672,-1
4,2,60000,0.9815,-1,50.0530,-1,4061.2578,-1
4,3,60000,0.9866,-1,50.1151,-1,4061.3828,-1
