training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9871,0,5.3537,0,3813.8125,0
0,1,12665,0.9981,0,5.2550,0,3813.8125,0
0,2,12665,0.9984,0,5.2419,0,3813.8164,0
0,3,12665,0.9988,0,5.2439,0,3813.8164,0
0,4,12665,0.9991,0,5.2699,0,3813.8164,0
0,5,12665,0.9990,0,5.2584,0,3813.8164,0
0,6,12665,0.9992,0,5.1700,0,3814.0742,0
0,7,12665,0.9991,0,5.1939,0,3814.0742,0
1,0,24754,0.9520,0,10.7374,0,3816.0977,0
1,1,24754,0.9748,0,10.6176,0,3816.1602,0
1,2,24754,0.9792,0,10.7712,0,3816.1602,0
1,3,24754,0.9831,0,11.1887,0,3816.4180,0
1,4,24754,0.9856,0,11.1978,0,3816.4180,0
1,5,24754,0.9876,0,11.1329,0,3816.4297,0
1,6,24754,0.9890,0,10.5347,0,3816.9375,0
1,7,24754,0.9905,0,10.6181,0,3816.9531,0
2,0,36017,0.9545,0,15.4261,0,3819.6016,0
2,1,36017,0.9762,0,16.1551,0,3819.7852,0
2,2,36017,0.9812,0,16.1350,0,3819.8984,0
2,3,36017,0.9840,0,15.4340,0,3820.0000,0
2,4,36017,0.9863,0,15.4464,0,3820.0000,0
2,5,36017,0.9885,0,16.1194,0,3820.2578,0
2,6,36017,0.9898,0,15.4261,0,3820.4961,0
2,7,36017,0.9906,0,15.4522,0,3820.5039,0
3,0,48200,0.9679,0,20.6751,0,3824.1250,0
3,1,48200,0.9813,0,21.1206,0,3824.4844,0
3,2,48200,0.9841,0,21.0114,0,3824.6406,0
3,3,48200,0.9864,0,21.5953,0,3824.7969,0
3,4,48200,0.9883,0,20.9468,0,3824.9453,0
3,5,48200,0.9895,0,21.8066,0,3825.2148,0
3,6,48200,0.9907,0,21.0306,0,3825.4922,0
3,7,48200,0.9921,0,20.6278,0,3825.4961,0
4,0,60000,0.9610,0,26.3772,0,3830.2773,0
4,1,60000,0.9745,0,26.7372,0,3778.8398,0
4,2,60000,0.9792,0,26.8437,0,3778.8438,0
4,3,60000,0.9825,0,25.7063,0,3778.8477,0
4,4,60000,0.9848,0,26.7083,0,3778.8594,0
4,5,60000,0.9866,0,25.9076,0,3778.8672,0
4,6,60000,0.9880,0,26.9888,0,3778.8867,0
4,7,60000,0.9897,0,26.2187,0,3778.9062,0
