training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,12665,0.9874,-1,7.5006,-1,3777.1953,-1
0,1,12665,0.9978,-1,7.4008,-1,3777.1953,-1
0,2,12665,0.9985,-1,7.4004,-1,3777.1953,-1
0,3,12665,0.9989,-1,7.3905,-1,3777.4531,-1
0,4,12665,0.9990,-1,7.3575,-1,3777.4531,-1
0,5,12665,0.9991,-1,7.2849,-1,3777.4531,-1
0,6,12665,0.9991,-1,7.3317,-1,3777.4531,-1
0,7,12665,0.9991,-1,7.3502,-1,3777.4531,-1
1,0,12089,0.5823,-1,7.7887,-1,3778.2344,-1
1,1,12089,0.6130,-1,7.8508,-1,3778.2344,-1
1,2,12089,0.6250,-1,7.5541,-1,3778.4922,-1
1,3,12089,0.6388,-1,7.5544,-1,3778.4922,-1
1,4,12089,0.6498,-1,7.5596,-1,3778.4922,-1
1,5,12089,0.6630,-1,7.6113,-1,3778.4922,-1
1,6,12089,0.6665,-1,7.7608,-1,3778.4922,-1
1,7,12089,0.6784,-1,7.5739,-1,3778.4922,-1
2,0,11263,0.8776,-1,6.7388,-1,3779.2656,-1
2,1,11263,0.9574,-1,7.2687,-1,3779.2656,-1
2,2,11263,0.9695,-1,7.5329,-1,3779.2656,-1
2,3,11263,0.9773,-1,8.1175,-1,3779.2656,-1
2,4,11263,0.9814,-1,8.2478,-1,3779.2656,-1
2,5,11263,0.9861,-1,8.6379,-1,3779.2656,-1
2,6,11263,0.9879,-1,7.8606,-1,3779.2656,-1
2,7,11263,0.9897,-1,8.0512,-1,3779.2656,-1
3,0,12183,0.8596,-1,7.6786,-1,3779.2656,-1
3,1,12183,0.9512,-1,7.7198,-1,3779.5195,-1
3,2,12183,0.9665,-1,7.7023,-1,3779.7773,-1
3,3,12183,0.9755,-1,7.3576,-1,3779.7773,-1
3,4,12183,0.9804,-1,7.0972,-1,3779.7773,-1
3,5,12183,0.9832,-1,7.0262,-1,3779.7773,-1
3,6,12183,0.9858,-1,7.3873,-1,3779.7773,-1
3,7,12183,0.9876,-1,7.1433,-1,3779.7773,-1
4,0,11800,0.8332,-1,7.4583,-1,3780.5508,-1
4,1,11800,0.9108,-1,8.4740,-1,3780.5508,-1
4,2,11800,0.9310,-1,10.1399,-1,3780.5508,-1
4,3,11800,0.9442,-1,8.1948,-1,3780.8086,-1
4,4,11800,0.9528,-1,8.4237,-1,3780.8086,-1
4,5,11800,0.9582,-1,8.4803,-1,3780.8086,-1
4,6,11800,0.9615,-1,8.0149,-1,3780.8086,-1
4,7,11800,0.9647,-1,8.0399,-1,3780.8086,-1
