training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,60000,0.8685,-1,44.7341,-1,4039.0195,-1
0,1,60000,0.9365,-1,44.1179,-1,4039.2891,-1
0,2,60000,0.9536,-1,43.9984,-1,4039.7383,-1
0,3,60000,0.9636,-1,44.3659,-1,4039.9219,-1
1,0,60000,0.9479,-1,70.2087,-1,4044.3125,-1
1,1,60000,0.9743,-1,70.5800,-1,4044.5625,-1
1,2,60000,0.9806,-1,71.6041,-1,4044.9727,-1
1,3,60000,0.9843,-1,71.1705,-1,4045.1133,-1
2,0,60000,0.9542,-1,69.0491,-1,4048.9961,-1
2,1,60000,0.9777,-1,68.8007,-1,4047.5664,-1
2,2,60000,0.9833,-1,68.8925,-1,4047.7812,-1
2,3,60000,0.9866,-1,69.6327,-1,4047.9766,-1
3,0,60000,0.9565,-1,71.1508,-1,4051.8594,-1
3,1,60000,0.9803,-1,73.3433,-1,4046.8828,-1
3,2,60000,0.9853,-1,70.8250,-1,4046.8828,-1
3,3,60000,0.9880,-1,73.1237,-1,4047.1406,-1
4,0,60000,0.9589,-1,69.0460,-1,4051.0430,-1
4,1,60000,0.9817,-1,68.5189,-1,4049.6328,-1
4,2,60000,0.9863,-1,69.0583,-1,4049.8047,-1
4,3,60000,0.9891,-1,72.2055,-1,4049.9688,-1
